race,g1classsize,g1treadss,g1tmathss
2,24,450,490
2,15,499,526
2,23,503,493
1, , , 
2,20,507,529
2,20,540,549
1,21,571,572
1,21,459,458
2,17,509,538
1, , , 
1,21,499,495
2, , , 
2,25,499,549
2, , , 
1, , , 
2,16,579,584
1, , , 
2,15,516,472
1,23,540,532
2,23,519,572
2,21,483,523
2,24,474,474
2,22,466,490
1, , , 
2, , , 
2,22,524,572
2,22,505,542
1,24,488,510
2, , , 
1, , , 
1,21,629,562
1,27,651,578
2, , , 
2,25,451,481
1, , , 
1, , , 
1, , , 
1, , , 
2,24,651,612
1,20,492,512
1,17,590,601
1,22,553,526
1, , , 
2,25,497,493
2,22,509,520
1, , , 
1, , , 
2, , , 
1, , , 
2,22,482,465
2,21,548,518
1, , , 
1,21,553,578
2,18,475,523
1,22,548,542
2,20,423,474
2, , , 
1,14,651, 
1,24, ,458
1,24,436,433
1, , , 
2,21,501,542
2,25,454,477
1, , , 
1,23,519,567
1, , , 
2,22,488,502
2,24,463,479
2,21,501,493
2, , , 
1,22,431,461
2, , , 
1,21,553,484
2, , , 
2,20,530,515
2,13,447,465
 , , , 
2, , , 
2,19,558,526
2, , , 
2,26,571,572
1, , , 
1,13,512,529
1,20,442,465
1, , , 
1,23,457,495
1,20,579,653
2,17,540,490
2, , , 
1,16,536,545
2, , , 
1, , , 
1,14,540,584
2, , , 
1, , , 
1,24,499,472
1, , , 
2, , , 
1, , , 
2, , , 
1,30, ,572
2,22,497,493
1,23,499,518
1,23,604,567
1,24,629,557
1, , , 
2, , , 
1,17,564,572
2,24,423,433
2,23,425,436
2,22, , 
1,21,564,572
2, , , 
2,21,501,484
2, , , 
2, , , 
2,21,474,479
2,24,471,520
2, , , 
2, , , 
2, , , 
2,24,447,465
2,21,579,523
2,24,503,542
1, , , 
1,17,540,500
1, , , 
2,16,475,523
1, , , 
1,28,558,578
1, , , 
1, , , 
1, , , 
1,24,629,562
1, , , 
1, , , 
1,24,553,562
2,24,474,461
1, , , 
1,14,530,567
1,13,516,538
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,24,462,523
1, , , 
1, , , 
2,17,487,523
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,23,579,549
1,19,465,538
1,27,564,567
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,14,448,474
2, , , 
2, , , 
2,22,482,542
2,22,475,523
2, , , 
2, , , 
2, , , 
2,22,483,497
1, , , 
2, , , 
1,19,469,523
1,22,604,578
2, , , 
1, , , 
1,14,571,512
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2,24,483,523
2,24,444,495
1,17, , 
2, , , 
2,24,439,468
2, , , 
2, , , 
1,24,438,512
1, , , 
2,22,488,512
2,15,462,470
1,20,474,497
2,23,533,557
1,24,519,526
1,26,604,545
2, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,22,564,545
2, , , 
1, , , 
1,22,540,601
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1,22,558,653
1, , , 
2,21,465,518
1,21, ,549
1,26,536,567
1,20,475,474
2,21,466,510
1, , , 
1, , , 
1,21,501,495
2,21,482,507
2,27,490,535
2,17,604,502
1,19,516,532
2,22,457,468
1, , , 
1, , , 
2,24,558,538
1,24,519,523
1, , , 
1,15,516,518
1, , , 
1,23, , 
1, , , 
2,29,478,542
2, , , 
1, , , 
2,23,544,532
1,24, , 
1, , , 
1,18,466,535
1, , , 
1,13,509,578
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1,25,629,545
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1,24,465,505
1, , , 
2, , , 
2,23,425,425
2, , , 
2, , , 
2,29,475,523
3, , , 
2, , , 
2, , , 
2,28,430,456
1,22, ,474
2, , , 
1, , , 
1,18,503,567
1,21,469,468
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
2,21,553,545
1, , , 
2,22, , 
1, , , 
1,21,475,477
 , , , 
1, , , 
2, , , 
1,21,466,495
2,23,453,479
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,21,590,584
1, , , 
2,17,564,529
2,21,540,584
1,24,553,535
2, , , 
1, , , 
1, , , 
 , , , 
1, , , 
2, , , 
6, , , 
2, , , 
 , , , 
2,20,533,535
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
 ,23, , 
2,18,548,553
1,26, , 
2, , , 
2, , , 
1, , , 
1,22,521,557
1, , , 
1, , , 
1, , , 
2, , , 
1,22,524,515
2, , , 
2, , , 
2,20,488,532
5,25, , 
1, , , 
1, , , 
2, , , 
1,28,482,557
1,21, ,520
1, , , 
1,22,503,472
1,21,494,553
2, , , 
2, , , 
1, , , 
2,21, , 
2, , , 
1,30, ,515
2,19,629,592
2, , , 
1, , , 
2, , , 
1, , , 
 ,18, , 
2,24,516,515
1, , , 
1, , , 
1, , , 
 , , , 
2, , , 
1, , , 
2, , , 
1,27,454,529
1, , , 
2, , , 
2, , , 
 , , , 
1, , , 
2,21,477,477
2,20,469,461
1, , , 
2, , , 
2, , , 
 , , , 
1,25,472,495
2,23,509,484
2, , , 
1,22,571,557
1,23,488,545
 ,29, , 
1,23,472,526
1,22,571,538
1, , , 
2, , , 
2, , , 
2, , , 
1,25,524,510
1,23, , 
2, , , 
2,21,451,481
2, , , 
2,22,445,484
2,19,472,477
1, , , 
2, , , 
2, , , 
1,19,423,436
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
2,24,536,542
2, , , 
2, , , 
2, , , 
2, , , 
2,25,536,549
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,27,439,515
1, , , 
 , , , 
2, , , 
1,23,499,526
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
6,21,487,512
2,25,457,481
1, , , 
1, , , 
1, , , 
2, , , 
1,25,507,505
1, , , 
2, , , 
1, , , 
1,28,548,529
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
 , , , 
1, , , 
1, , , 
 , , , 
1, , , 
1, , , 
2,17,512,545
2, , , 
1, , , 
 , , , 
1, , , 
1, , , 
2, , , 
1,15,434,441
2, , , 
1, , , 
2, , , 
1,22,553,553
2,26,490,456
1,24,471,488
1, , , 
1,25,488,490
1,21,503,486
2,24,433,451
1, , , 
1, , , 
2, , , 
1,25,564,549
1,22,590,523
1, , , 
1,24,590,584
6, , , 
2, , , 
1, , , 
2, , , 
1,21,530,449
2, , , 
1, , , 
1, , , 
2,21,466,512
1, , , 
1, , , 
1, , , 
2,15,533,518
5, , , 
1, , , 
1, , , 
1,23,514,510
1,23,540,562
1,18,514,601
2, , , 
1,24,571,538
2,25,544,538
1,18,516,497
1,20,438,484
1,24,540,535
1,14,527,515
1,30, ,578
1,23,507,545
1, , , 
1,23,480,542
2, , , 
1,18,590,535
1, , , 
1,26,512,479
2,14,485,520
1, , , 
1,20,548,584
1,23,533,549
1, , , 
2,21,494,523
1,22,604,542
1,23,604,578
1, , , 
1,26,527,526
1,13,454,479
1,23,564,584
1,24,536,529
1, , , 
1, , , 
2, , , 
1,20,579,578
2,22,540,584
1, , , 
1,23,553,518
1,23,536,502
1,23,519,535
1, , , 
1,20,448,454
1, , , 
 , , , 
2, , , 
2,25,456,510
1, , , 
1,30, ,549
2, , , 
2,15,478,538
2,21,579,557
2,21,478,526
4,27,521,520
2, , , 
2,24,480,507
2,24,505,518
2, , , 
1,15,579,578
1, , , 
2, , , 
1,22,465,529
1,26,466, 
1,22,519,549
2,18,487,545
1,22,450,495
1,14,477,545
2, , , 
1,25,558,567
1,24,590,592
2,23,468,538
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2,26,527,518
1,22,629,572
1, , , 
2,21,468,479
1,14,553,538
1,21,503,515
1,16,604,572
1,18,571,526
1,24,558,538
1, , , 
1,18,460,472
4,21,441,477
2, , , 
1, , , 
2,21,519,490
1, , , 
1,19,553,549
1,27,492,505
2, , , 
1,15, , 
1, , , 
1,20,571,592
1,15,521,601
1, , , 
1,21,536,538
2,13, , 
1,14,604,562
1,26,485,510
1,25,536,535
2,15,471,549
4, , , 
1, , , 
2,23,485,523
1,17,544,592
1,13,453,518
1, , , 
2, , , 
1, , , 
2,16,540,520
1, , , 
2,21,571,523
1, , , 
1,23,516,578
1, , , 
4,25,468,493
1,24,604,653
1,23,477,512
1,23,471,444
1, , , 
1,16,516,572
2, , , 
2,20,590,529
2,16,524,557
1, , , 
2,16,514,526
1,20,527,549
1,22,629,653
1,26,590,562
1,23,505,542
1, , , 
2,26,482,502
1,20,521,545
1,22,579,578
2, , , 
2, , , 
2,13,548,532
1,14,527,510
1,25,480,481
1,26,477,562
1,23,571,557
1, , , 
1,16,553,526
1,23,453,493
2, , , 
1,21,579,538
1,23,564,584
2, , , 
1, , , 
1, , , 
2,23,553,515
1,23,564,612
1,20,553,526
1, , , 
1, , , 
1, , , 
2,14,527,557
2, , , 
2, , , 
2,22,477,515
2,25,454,493
2,15,487,520
2,24,530,529
2, , , 
1,23,533,535
1, , , 
2, , , 
2,19,474,468
2, , , 
2,19,463,567
2,19,540,542
2, , , 
2,18,512,490
1,24,604,592
2, , , 
1,17,507,535
1, , , 
2,17,544,549
1,21,457,500
1,15,629,592
1, , , 
1, , , 
2,19,451,468
2,24,509,515
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2,23,472,484
1, , , 
1,24,478,477
1, , , 
1, , , 
1,16,503,553
1, , , 
1, , , 
1,18,651,601
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1,17,475,518
1, , , 
2, , , 
2, , , 
1, , , 
2,25,456,497
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1,24,434,502
2,15, , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2,17,441,505
2, , , 
2, , , 
2,19,536,529
1,22,474,497
2, , , 
1, , , 
1, , , 
2,23,466,493
2, , , 
2, , , 
1, , , 
1,19,530,553
1,21,471,520
2, , , 
2, , , 
2, , , 
3,17, , 
2, , , 
1,27,497,578
2,21,514,493
2, , , 
 , , , 
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2,21,488,472
2, , , 
1,21,629,612
1, , , 
1,23, , 
1,26,521,542
1,23,604,567
2, , , 
1, , , 
1,26,540,526
1,19,604,578
1, , , 
2, , , 
1, , , 
1, , , 
1,13,466,529
1,27,497,500
1, , , 
1, , , 
2,17,505,520
2,21,474,515
2,21,463,515
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2,16, , 
1,22,501,510
1,20,524,578
1, , , 
2,21,590,535
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
6, , , 
1,17,524,567
2, , , 
1, , , 
2,29,472,505
1,21,454,493
2, , , 
1,26,445,474
1, , , 
2, , , 
2, , , 
1,17,530,572
2, , , 
1, , , 
2, , , 
2,24,492,505
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1,18,629,526
1, , , 
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,21,533,535
2, , , 
1, , , 
1, , , 
1, , , 
1,30, , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
 , , , 
2, , , 
1,26,514,493
1,14,629,572
2, , , 
2, , , 
1, , , 
1, , , 
1,20,530,562
2, , , 
2,25,436,474
1,29, ,430
1,18,505,578
1, , , 
2, , , 
1, , , 
2,22,527,542
1,17,487,512
1, , , 
1,22,474,526
1,17,501,526
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2,29,438,500
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
 ,30, , 
2,22,466,486
1, , , 
2, , , 
2,16,456,472
2, , , 
2,14,460,479
2,25,505,515
 , , , 
1, , , 
2, , , 
1, , , 
1, , , 
2,21,509,493
2, , , 
1, , , 
2, , , 
1, , , 
1,20,558,468
1, , , 
1, , , 
2, , , 
2, , , 
1, , , 
 , , , 
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1,21,492,553
1, , , 
1, , , 
1,23,453,484
1, , , 
2,20,438,484
2,19,501,468
6,20,579,465
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1,23,453,472
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
 , , , 
2, , , 
2, , , 
1,25, , 
2, , , 
2, , , 
2,21,480,507
2, , , 
1, , , 
6,27,564,572
1, , , 
1, , , 
1,23,454,515
1, , , 
2, , , 
4, , , 
2, , , 
2, , , 
2, , , 
1, , , 
 , , , 
2, , , 
2, , , 
2, , , 
1, , , 
2,19,497,512
2,28,558,523
2, , , 
2,17,483,545
1, , , 
 , , , 
2,20,483,545
1,15,516,549
1, , , 
1, , , 
2,22, ,446
 , , , 
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1,17,512,549
2, , , 
2, , , 
1,25,536,567
2, , , 
2, , , 
2,22, , 
1,14,524,502
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2,24,488,567
1,22,441,477
2, , , 
2, , , 
1, , , 
1,23,512,549
2, , , 
1, , , 
1,22,564,601
1,15,579,562
1,18,514,495
1,15, ,474
1, , , 
2,22,579,601
1,21,558,584
2,22,459,500
2,23,472,535
2,23,410,433
2,25, ,484
1, , , 
1,26,492,549
1,20,488,553
1,23,651,592
1, , , 
1,30, ,507
 ,24, , 
2, , , 
1, , , 
1, , , 
2, , , 
1,23,604,612
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
2,16,512,512
2, , , 
1,14,447,490
2, , , 
1,18,629,572
2, , , 
1, , , 
1,15,651,612
1,16,604,493
1,23,651,584
1,21,524,545
1,18,507,523
2,22,590,526
1, , , 
1,25, , 
1,14,480,510
1, , , 
1, , , 
1, , , 
1,14,426,441
1,20,507,542
1,17,451,468
1,15,505,529
2, , , 
1, , , 
1,20,468,562
2,24,465,490
2,21,451,484
1,22,558,545
1,15,519,557
2, , , 
1,23,490,490
1, , , 
1, , , 
2, , , 
2, , , 
1,17, ,532
1, , , 
1, , , 
1,26,507,481
1, , , 
2, , , 
1,26,507,518
1,16,558,542
1,16,590,601
1,18,579,578
2,20,448,497
2, , , 
2, , , 
1,23,553,545
2,17,495,512
2,21,495,497
1,26,485,495
1,16,604,601
2, , , 
1,29, ,653
1,29, ,532
2,22,492,520
1,18,571,542
2,22,453,510
2,16,492,532
2,19,492,538
1,23,579,553
1, , , 
1,21,507,578
2,23,468,502
2,19,540,549
2,21,456,468
1,18,478,523
1, , , 
1,25,629,562
2,22,463, 
2,23,548,601
1, , , 
1,21,488,542
2,15,509,523
1, , , 
1, , , 
1,17, , 
2,13,457,486
1,23,530,512
2,24,445,444
1, , , 
1, , , 
1, , , 
1, , , 
1,13,530,553
1, , , 
1, , , 
2,18,501,520
1,23,483,477
1,24,571,549
1, , , 
2,12,536,545
1, , , 
2, , , 
1,25,474,532
2, , , 
1, , , 
2,17,571,584
2, , , 
1, , , 
1,17,490,505
1,20,483,515
1,23, ,468
1,24,430,454
1, , , 
1,22,604,526
1,23,590,545
1,17,604,612
1, , , 
2,24,490,456
2, , , 
1,17,604,567
1,14,553,584
1,13,512,549
1,13,488,562
1,21,564,545
1,17,482,538
2, , , 
2,21,477,484
1,18,499,529
2, , , 
2,17,540,505
1, , , 
2,22,544,572
1,14,512,523
2,18,478,520
1,17,482,545
1,27,478,532
1,21,483,510
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1,23,475,542
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1,15,501,512
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,23, ,526
2,21,431,456
2, , , 
2,21,524,572
2, , , 
2,14,485,493
1,25,533,532
2,15,488,532
1,23,482,495
1, , , 
1,14,501,549
1, , , 
1,15,482,549
2, , , 
2, , , 
1, , , 
2, , , 
2,29,527,515
2,19,536,557
2, , , 
2, , , 
1, , , 
2, , , 
 , , , 
2, , , 
2, , , 
2, , , 
1,27,524,538
1, , , 
2, , , 
2, , , 
2,24,434,451
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
2,17,514,500
1,18,472,505
1, , , 
2, , , 
 ,23, , 
1, , , 
1, , , 
2, , , 
1,28,499,549
1,15,487,481
2, , , 
1,24,527,562
2, , , 
1,24,462,493
1,24,629,584
1, , , 
1, , , 
2, , , 
1, , , 
2,21,480,545
1,22,490,500
1, , , 
1,18,553,567
2, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
2,23,444,456
2, , , 
1, , , 
2,23,448,507
2, , , 
2,23,451,456
2, , , 
2, , , 
2,26,469,456
2,15,604,545
2, , , 
2, , , 
1,29, ,542
2, , , 
2, , , 
2,25,454,458
2, , , 
2, , , 
2,15,544,557
1, , , 
2, , , 
2, , , 
2,17,590,545
1, , , 
1, , , 
1,21,548,502
2,17, , 
1,21,558,562
2,17,509,515
2,21,459,484
2,24,501,520
1, , , 
2,23,444,461
2, , , 
2,15,482,538
2,15,499,542
2,15,533,549
1,24,501,562
2, , , 
2, , , 
1, , , 
2,24,527,505
2, , , 
1, , , 
1, , , 
2,22,466,500
2,18,474,488
1, , , 
2,24,463,553
2, , , 
2,21,488,481
2, , , 
2, , , 
1,22, , 
2, , , 
2,26,469,502
2, , , 
1, , , 
1,28,488,495
1, , , 
1,16,482,507
1,23,463,500
2,23,480,553
1, , , 
1, , , 
1,19,478,502
1,19, , 
1, , , 
1, , , 
2,24,521,572
1,19,472,481
1, , , 
1,27,514,488
5, , , 
1, , , 
2,21,434,484
2, , , 
2,17,494,505
1, , , 
 ,26, , 
2,15,439,505
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2,15,509,518
1, , , 
1, , , 
2,17,530,507
1,22,423,488
1, , , 
1, , , 
2, , , 
2,14,533,542
2, , , 
1, , , 
1,14,540,553
2, , , 
1, , , 
2, , , 
1,22,604,584
1, , , 
1,13,604,542
1, , , 
1,22,533,584
1, , , 
1,18,485,526
2, , , 
2,28,536,510
2,24,471,507
2,25,450,486
2, , , 
2,22, ,470
2,22,519,553
2,23,483,474
2,13,604,557
2,17,524,512
2,21,462,495
2,12,524,612
1, , , 
1,21,590,578
2,17,463,479
1, , , 
2, , , 
1,28,480,468
2,14,468,486
1,19,494,515
1,26,629,520
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,19,494,515
2,15,544,553
1,21,490,549
2,21,477,505
 , , , 
1, , , 
2,15,536,562
2,23,477,549
2,15,509,526
2,15,564,529
2,24,483,495
2,25,540,520
2,16,651,601
1, , , 
1,21,430,472
1,13,497,502
1,23,629,542
2,17,514,562
2, , , 
2,26,447,456
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,19,454,451
1,21,590,572
2,18,462,484
2, , , 
 , , , 
1,21,472,497
2,21,514,500
2,21,474,507
2,22,492,486
1, , , 
2,22,579,572
2, , , 
2,26,512,497
2,15,501,512
2,17,590,549
2,24,450,468
2,21,487,486
2,23,530,567
2, , , 
1, , , 
2,17,480,553
2, , , 
2,21,475,474
1, , , 
1, , , 
1, , , 
2, , , 
1,20,629,612
2,26,495,518
2,15,527,542
2, , , 
2,23,495,526
1, , , 
1, , , 
2,19,503,545
1, , , 
2,21,469,495
1, , , 
1, , , 
2,25,451,493
1, , , 
1,23,477,529
2,15,492,523
2,17,436,488
2,17,548,523
2,18,482,493
2,17,478,481
2,15,483,545
2, , , 
2,21,442,463
2,22,445,441
2,22,477,529
2, , , 
1,22,471,488
2, , , 
2, , , 
2,17,521,526
2,25,604,592
2,15,564,584
1,28,507,562
1,19, ,562
1, , , 
1, , , 
2,21,485,497
1, , , 
1,27,444,449
2,15,474,523
1, , , 
2,23,503,526
1,15,485,549
2, , , 
2,13,505,532
1, , , 
1, , , 
1,17,485,470
1, , , 
1,17,436,444
2, , , 
2,21,469,493
2,24,485,495
2,24,482,484
2,21,540,526
2, , , 
2,22,468,502
2,15,495,472
2, , , 
2, , , 
2, , , 
2, , , 
2,15,488,538
2, , , 
2,14,564,557
1, , , 
2,24,414,444
1, , , 
2,15,505,474
2,22,514,532
2,21,460,497
2, , , 
2, , , 
2,24,472,488
1,19,536,578
2,15,524,567
2, , , 
1, , , 
2,18,548,549
1,16,519,553
5, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1,29,421,474
1,21,488,507
 , , , 
2,26, ,446
1,22, , 
2, , , 
1, , , 
1,22,564,557
1, , , 
2, , , 
2, , , 
2,25,465,510
2,22,474,472
2,22,487,510
1,24, ,523
2, , , 
2,23,436,486
2, , , 
2,21,426,439
2,24,478,507
2, , , 
2, , , 
1,23, , 
1, , , 
2,14,519,488
1,21,499,529
2,24,507,502
2,26, , 
1,23,553,584
1, , , 
2, , , 
2,22,512,479
1,22,571,592
1,19, , 
6,16,503,500
1, , , 
1,19,501,481
1, , , 
2,22,430,456
2,21,431,458
2,22,431,415
1,24,540,538
2, , , 
2, , , 
1, , , 
1,23,497,512
2, , , 
1,15,492,545
1, , , 
1,23,472,526
1, , , 
2,20,472,515
2, , , 
2,23,480,493
1, , , 
2, , , 
2, , , 
2,26, , 
2, , , 
1, , , 
2, , , 
1, , , 
1,28,414,449
1, , , 
1, , , 
1,24,463,458
2, , , 
1,21,462,545
1,22,423,446
2,20,505,515
2, , , 
2,22,445,495
2,22,419,408
2, , , 
2,25,457,468
2,25,463,493
1,25,524,515
1, , , 
2, , , 
1,15,487,542
2,22,460,505
2, , , 
1,21,483,510
2, , , 
2, , , 
1, , , 
2,20,474,507
2,24,465,500
1,24,558,553
1, , , 
1, , , 
1,23,497,490
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1,21,499,532
1,22,487,505
2, , , 
2, , , 
2, , , 
2,24,512,535
 , , , 
1, , , 
4, , , 
1, , , 
2,29,512,562
2, , , 
2,16,465,512
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,24,564,512
2, , , 
1,21,426,505
1, , , 
1, , , 
1, , , 
1,21,590,532
1,23,482,542
2,25,480,470
2,23,516,549
2, , , 
1,23,558,562
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1,23,490,515
1, , , 
2, , , 
2, , , 
1,25,469,502
1, , , 
1, , , 
1, , , 
2, , , 
1,17, ,557
1, , , 
1, , , 
2,12,553,557
2, , , 
2, , , 
2, , , 
1,25,519,515
1,20,548,532
2, , , 
1, , , 
 , , , 
1,21,524,520
2, , , 
2, , , 
1, , , 
2,19,499,481
1,16,463,512
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1,18,521,592
1, , , 
2,29,472,507
2, , , 
1, , , 
1, , , 
2, , , 
 ,23, , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,17,579,653
1, , , 
2, , , 
2, , , 
2,27,533,507
1,22,497,526
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1,25,527,526
2, , , 
2, , , 
2, , , 
1, , , 
2,20,416,470
1, , , 
2, , , 
2,23,462,481
1,17,521,584
1, , , 
 , , , 
2, , , 
 , , , 
2, , , 
1, , , 
2, , , 
1,14,553,526
2,19,488,505
2, , , 
2, , , 
2,24,571,578
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2, , , 
2,18,497,562
2, , , 
1,18,533,526
2, , , 
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1, , , 
1,19,468,549
2, , , 
1, , , 
1, , , 
2, , , 
1,17, , 
1,23, ,567
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
2,21,469,518
1,24,558,512
1,17,590,592
1,17,571,507
2, , , 
2, , , 
1, , , 
1, , , 
1,17,553,592
1, , , 
1, , , 
2, , , 
1,21,447,470
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1,15,460,515
1,22,509,592
 , , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,29,503,505
1, , , 
1, , , 
1, , , 
1,21,524,553
1,28,436,495
2,22, , 
1,30, ,557
2,14,514,518
1, , , 
1, , , 
1,22,651,612
2, , , 
2,22,540,545
1, , , 
1,22,494,535
1,19, , 
1,16,590,557
1,25,604,601
1,16,629,627
1, , , 
1,22, ,505
1,24,469,465
1, , , 
1,21,519,557
1, , , 
2, , , 
1, , , 
2, , , 
1,22,488,557
1, , , 
1, , , 
1,13,629,578
1, , , 
2, , , 
2, , , 
1,17,446,521
2, , , 
2, , , 
1,22,499,529
1,19,512,545
1,24,512,523
1,25,579,557
1, , , 
1,23,521,545
1,17,629,627
2, , , 
1,22,604,584
1,27,530,520
1,16,480,515
1,17,590,562
2,23,516,523
2,23,579,572
1,24,579,529
1,27,524,535
1,21,533,592
1,23,494,502
2,16,516,515
2,16,482,549
1,14,471,512
1, , , 
1, , , 
1, , , 
1,23,604,549
1,19,459,468
1, , , 
1,17,590,535
1,24,564,545
1,23,536,520
1, , , 
 ,29, , 
1, , , 
2,13,417,449
2,24, , 
2,21,474,486
 ,25, , 
1,20,514,526
1,17,571,601
1,27,527,510
1, , , 
1, , , 
2,24,478,484
2,23,478,567
2, , , 
2, , , 
1, , , 
2,17,436,444
1,23,482,520
1,24,564,572
2,20,456,488
2, , , 
1, , , 
2,22, , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,15,499,545
1,22, , 
6, , , 
2, , , 
1,27,485,567
1, , , 
1,16,471,507
1, , , 
1,19,564,557
2, , , 
1, , , 
1,27, ,481
2, , , 
2,24,450,465
2, , , 
2, , , 
1, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,21, , 
2,17,448,484
1,27,447,497
1,21,462,512
1, , , 
1,25,590,592
1, , , 
2, , , 
1, , , 
4, , , 
2, , , 
2, , , 
1, , , 
 , , , 
1,16,571,612
2, , , 
1, , , 
2, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1,21,451,526
1, , , 
2, , , 
 , , , 
2, , , 
1,23,497,529
1, , , 
2, , , 
1, , , 
2, , , 
2,24,604,557
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1, , , 
1,21,474,535
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1, , , 
2, , , 
1,26,558,578
2, , , 
2,23,521,584
2, , , 
2,16,579,562
1,25,651,601
1, , , 
2, , , 
1, , , 
1,25,448,479
1,13,544,572
1,21,512,515
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
 , , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
 , , , 
2, , , 
 ,13, , 
1, , , 
1, , , 
2, , , 
1, , , 
2, , , 
1, , , 
1,23,472,510
1, , , 
1,22,519,535
2,22,499,510
1, , , 
2,20,426,441
1,22,475,529
2,24,501,523
1, , , 
2,17,485,502
2, , , 
2, , , 
1,16,436,484
2,29, ,481
1, , , 
2,23,462,458
1, , , 
2,22,457,523
1, , , 
1, , , 
2, , , 
2,17,445,477
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,21,485,553
2, , , 
2, , , 
2, , , 
1, , , 
1, , , 
1,21,540,562
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
